q,"confidence_(0.5, 0.55]","confidence_(0.55, 0.6]","confidence_(0.6, 0.65]","confidence_(0.65, 0.7]","confidence_(0.7, 0.75]","confidence_(0.75, 0.8]","confidence_(0.8, 0.85]","confidence_(0.85, 0.9]","confidence_(0.9, 0.95]","confidence_(0.95, 1.0]","sc_(0.0, 0.05]","sc_(0.05, 0.1]","sc_(0.1, 0.15]","sc_(0.15, 0.2]","sc_(0.2, 0.25]","sc_(0.25, 0.3]","sc_(0.3, 0.35]","sc_(0.35, 0.4]","sc_(0.4, 0.45]","sc_(0.45, 0.5]","sc_(0.5, 0.55]","sc_(0.55, 0.6]","sc_(0.6, 0.65]","sc_(0.65, 0.7]","sc_(0.7, 0.75]","sc_(0.75, 0.8]","sc_(0.8, 0.85]","sc_(0.85, 0.9]","sc_(0.9, 0.95]","sc_(0.95, 1.0]",number_of_participants,own_percentage,mean_sc,std_sc,min_sc,p25_sc,p50_sc,p75_sc,max_sc,mean_conf,std_conf,min_conf,p25_conf,p50_conf,p75_conf,max_conf,skew_own,skew_sc,skew_conf,skew_row_average,skew_row_skew,minority_percentage,real_expert_number,P_expert_number_rT,P_expert_number_rF,MEAN_P_expert_rT,MEAN_P_expert_rF,prelec_prediction,majority_prediction,x0_dermatology,x0_state,x0_trivia_Beijing,x0_trivia_Berlin,x0_trivia_Boer,x0_trivia_Borneo,x0_trivia_Georgia,x0_trivia_Greek,x0_trivia_Memphis,x0_trivia_Ocean,x0_trivia_Rosetta,x0_trivia_Tin,x0_trivia_africa,x0_trivia_alex,x0_trivia_alpha,x0_trivia_anagram,x0_trivia_andes,x0_trivia_aorta,x0_trivia_atlantic,x0_trivia_baikal,x0_trivia_bigben,x0_trivia_billy,x0_trivia_birm,x0_trivia_brass,x0_trivia_china,x0_trivia_churchil,x0_trivia_constant,x0_trivia_cow,x0_trivia_custer,x0_trivia_cyprus,x0_trivia_death,x0_trivia_dot,x0_trivia_ecuador,x0_trivia_eggs,x0_trivia_einstein,x0_trivia_euro,x0_trivia_faroe,x0_trivia_femur,x0_trivia_fluffy,x0_trivia_french,x0_trivia_hydrogen,x0_trivia_iberian,x0_trivia_indiana,x0_trivia_insects,x0_trivia_iron,x0_trivia_japan,x0_trivia_jhb,x0_trivia_joan,x0_trivia_jupiter,x0_trivia_khan,x0_trivia_kili,x0_trivia_kyrgyz,x0_trivia_landl,x0_trivia_leg,x0_trivia_leptons,x0_trivia_letters,x0_trivia_lincoln,x0_trivia_living,x0_trivia_louis,x0_trivia_macbeth,x0_trivia_moldova,x0_trivia_mozam,x0_trivia_muon,x0_trivia_nero,x0_trivia_newz,x0_trivia_nigeria,x0_trivia_nile,x0_trivia_nitrogen,x0_trivia_norway,x0_trivia_red,x0_trivia_riverSA,x0_trivia_rocket,x0_trivia_rome,x0_trivia_russian,x0_trivia_sahara,x0_trivia_station,x0_trivia_uranus,x0_trivia_vjday,x0_trivia_widow,x0_trivia_wu,x0_trivia_year,x0_trivia_zip,actual
The Crimean War was fought before the Boer Wars,-0.3509404590562663,0.15565337536292764,-0.2606936229533505,-0.21273162491881822,-0.31698338899620826,-0.8871181279896196,-0.2794045713622833,-0.8883328664273383,-0.27173375006901496,-0.8023791566772284,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,0.8232716768774668,-0.39435351906224914,0.14345847695831823,-0.3455130599563474,-0.46637520303344826,2.7373517034072203,0.2873997549497297,-0.0507562061948878,0.24389336713138962,-0.4604805568506418,-0.805529658027602,-0.8307526926532123,-0.5627887162486921,-1.0272603689813333,-0.4541542867996389,-0.5291475070250096,1.1039974840887428,-0.14425581280626998,-1.2874937502986676,-1.0358381645091483,-1.2302730524944818,-0.4901247268766224,-1.1699105801484055,-1.8306264335251783,-2.786501499571956,-1.7374329213170265,-0.03330621225162146,-0.6023134719216585,-1.148280890034562,-1.8457361259914336,-2.281197204634997,0.3716421902263667,0.13152816621961216,-0.9325281537622159,1.8115182083010943,0.5438681017876782,1.0726069656858461,1.2377048766259002,0.5878978358971142,1.6816539888322959,-0.6542501539757344,-0.6581213947414579,1.5038672225526628,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
The Empire State Building has its own zip code.,-0.3509404590562663,1.6066125739697659,-0.2606936229533505,1.06708204167615,-0.31698338899620826,0.3938636263760924,-0.2794045713622833,-0.4431237573347988,-0.27173375006901496,-0.6732128023108316,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,2.144854424331913,-0.39435351906224914,0.9400668466066725,0.9924725373399083,-0.46637520303344826,0.019737993084389983,0.2873997549497297,-0.0507562061948878,1.1876013706046056,1.2918093850394854,-0.805529658027602,-0.8307526926532123,0.33876602337299905,0.19385622376231634,0.5565358890261468,-0.5291475070250096,1.1039974840887428,-0.3418146895032594,-0.5681950295147359,0.5984608700921957,-1.2302730524944818,-0.4901247268766224,-0.42879075562000185,-0.6033570609835344,-0.08074326170152932,-0.7606693670917205,0.254499229534095,-0.6023134719216585,-0.4613730794455892,-0.46118679054510364,-0.6047268180265959,0.3716421902263667,0.2537818917070352,-0.019374578273452184,0.5528446294678163,0.5020763884751138,-0.4729308088855559,1.4080951373513029,-0.6374971570397988,3.1197176092997045,2.457142115825434,3.706262591438737,3.1584166226106025,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
The Faroe Islands are an Icelandic territory.,-0.3509404590562663,0.44584521508429553,-0.2606936229533505,0.10722179172992374,-0.31698338899620826,-0.6309217771164771,-0.2794045713622833,-1.3335419755198779,-0.27173375006901496,-0.8023791566772284,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,0.22349761657304876,0.8232716768774668,2.0125282951255428,0.14345847695831823,-0.3455130599563474,2.997697848436859,1.3785448482458051,1.2594252804751698,1.0615019171625986,-0.6998146363418264,-0.11002256847261645,-0.805529658027602,-1.4590352209331867,-0.5627887162486921,-0.7219812207954208,-0.4541542867996389,-0.5291475070250096,1.1039974840887428,-0.04547637445777505,-1.379836153642549,-0.66840432435596,-1.2302730524944818,-0.4901247268766224,-1.1699105801484055,-1.5343889987737451,-0.982662674325019,-1.7850799239621629,-0.407116923176649,-0.6023134719216585,-1.148280890034562,-1.8457361259914336,-2.281197204634997,0.3716421902263667,0.06954544095311876,-0.36429540813607303,1.8460504646395257,0.5051682400192926,0.27054282805696456,1.0673146159004976,-0.6374971570397988,0.6544656884984328,2.12962714005689,-0.6581213947414579,0.6765925225236932,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The Indian Ocean is the third largest ocean in the world,-0.3509404590562663,1.316420734248399,-0.2606936229533505,0.10722179172992374,-0.31698338899620826,0.9062563281223777,-0.2794045713622833,-0.22051920278852913,-0.27173375006901496,-0.6732128023108316,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,-0.3455130599563474,0.6883158141233207,1.2086939913506285,-0.6846257705757104,-0.0507562061948878,0.24389336713138962,0.24043541990540893,3.0137919964136133,0.11167109976674947,-0.5627887162486921,-1.0272603689813333,0.5565358890261468,-0.5291475070250096,1.1039974840887428,0.4484208172846991,-0.5050133851215514,-0.36254687071666153,-1.2302730524944818,-0.4901247268766224,-0.42879075562000185,-0.5187177939116872,-0.08074326170152932,-0.689198863124023,0.4577064598546702,-0.6023134719216585,-0.4613730794455892,-0.46118679054510364,-0.6047268180265959,0.3716421902263667,-0.2722317055337875,-0.5075346333514023,0.37564327956340043,-0.24878139078776623,0.781017693641756,0.21536331227347458,0.5878978358971142,1.065341008631978,-0.6542501539757344,1.960508996966659,1.2970485475454205,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
The Iron Age comes after the Bronze Age,-0.3509404590562663,0.7360370548056632,-0.2606936229533505,0.427175208378666,-0.31698338899620826,0.3938636263760924,-0.2794045713622833,0.6698990153965504,-0.27173375006901496,-0.4148800935780379,-0.15578132086241597,0.8103214343953893,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,2.0125282951255428,-0.653149892690036,0.3234797386917803,-0.46637520303344826,-0.4898145776011407,2.23145080600061,0.6907492093767699,1.1876013706046056,1.2918093850394854,0.7221990037488842,-0.20247016437323773,-0.5627887162486921,-0.11142292442359598,0.5565358890261468,-0.32443490784032697,1.1039974840887428,0.4484208172846991,-0.12349345551656543,0.12060835778457867,-0.9603635863182999,-0.33340422037629625,-0.05823084335580655,-0.18016072562434174,0.8211761509219503,-0.21272883667265835,0.6556717515009796,-0.6023134719216585,-0.4613730794455892,0.23108787717806978,0.23350837527759433,0.3716421902263667,-0.27223170553378717,-0.22863327193686364,0.023985663384512596,-0.3353828027919044,0.5005508775211287,0.21536331227347458,1.8132928288340273,-0.7835979319689756,-0.6542501539757344,1.669550064554646,-0.7711382025270039,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
The Magna Carta was signed in Rome,-0.3509404590562663,0.44584521508429553,-0.2606936229533505,0.10722179172992374,-0.31698338899620826,-0.11852907537019251,-0.2794045713622833,0.4472944608502802,-0.27173375006901496,-0.4148800935780379,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,1.9566770656254957,-0.4983110705769795,-0.39435351906224914,0.9400668466066725,0.3234797386917803,-0.46637520303344826,0.5292905637699207,-0.6846257705757104,1.4322546249484271,1.1876013706046056,-1.1613965336066927,2.2499276655253704,-0.8307526926532123,1.2403207629946902,-0.4167020726095085,-0.4541542867996389,-0.5291475070250096,1.1039974840887428,-0.9344913195942287,-0.738299456727146,-0.025044207190074483,-0.1506351877897547,-0.4901247268766224,-0.42879075562000185,-0.5610374274476173,-0.982662674325019,-0.5224343538660382,1.0442267101036509,-0.6023134719216585,-1.148280890034562,-0.46118679054510364,0.23350837527759433,0.3716421902263667,0.6437335954303889,0.2987233655179759,0.27983801303995676,0.9416958105532114,-0.31184631553247244,0.3857535729988792,-0.6374971570397988,0.4490280284316602,-0.6542501539757344,-0.6581213947414579,0.4697738475164507,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The Nile River is more than double the length of the Volga,-0.3509404590562663,0.7360370548056632,-0.2606936229533505,1.3870354583248925,-0.31698338899620826,-0.3747254262433348,-0.2794045713622833,-0.4431237573347988,-0.27173375006901496,-0.9315455110436252,-0.15578132086241597,-0.5181309256890293,4.783728825574245,0.22349761657304876,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,0.9924725373399083,-0.46637520303344826,0.5292905637699207,1.2594252804751698,0.31999650159094084,1.1876013706046056,-1.1613965336066927,0.7221990037488842,0.425812363906737,2.1418755026163816,-0.7219812207954208,-0.4541542867996389,-0.5291475070250096,1.1039974840887428,1.0410974473756682,-0.6435269901373776,0.38615915200798984,-1.2302730524944818,-0.4901247268766224,-0.7252386854313652,-0.09552145855249833,-0.982662674325019,-1.2371393935430863,-0.004138766390265235,-0.6023134719216585,-1.148280890034562,-1.1534614582682647,-1.442962011330804,-2.3195598769300743,-0.9176678364552034,-0.32687020910295644,0.719908900946985,-0.3488170048651782,0.8821807494234476,-0.8069782520789526,0.5878978358971142,0.2435903683648875,0.3282947733298977,0.796673267318607,0.26295517250920825,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The Rosetta Stone contains an Ancient Greek section,-0.3509404590562663,1.316420734248399,-0.2606936229533505,1.06708204167615,-0.31698338899620826,-0.6309217771164771,-0.2794045713622833,-0.6657283118810685,-0.27173375006901496,-0.8023791566772284,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,0.22349761657304876,0.8232716768774668,2.0125282951255428,0.9400668466066725,0.3234797386917803,1.8430068312800896,1.0388431344554518,1.2594252804751698,-0.0507562061948878,0.24389336713138962,-0.8109385452286674,0.7221990037488842,-0.20247016437323773,-0.5627887162486921,-0.7219812207954208,-0.4541542867996389,-0.5291475070250096,1.1039974840887428,0.2508619405877097,-1.039627299217716,-0.44118337302153,-0.1506351877897547,-0.4901247268766224,-1.1699105801484055,-1.3227908310941534,-0.982662674325019,-1.2847863961882227,0.07361003670725799,-0.6023134719216585,-1.148280890034562,-1.1534614582682647,-1.442962011330804,0.3716421902263667,-0.12633835803772347,0.7554607291596364,1.054706791408187,0.2616278553856417,-0.1864088589007253,0.5561438337242833,-0.3311484088055706,1.065341008631978,-0.6542501539757344,-0.6581213947414579,1.090229872538178,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
The Rub' al Khali is the longest river in Saudi Arabia.,-0.3509404590562663,-0.7149221438011754,-0.2606936229533505,1.06708204167615,-0.31698338899620826,-0.6309217771164771,-0.2794045713622833,-1.110937420973608,-0.27173375006901496,-0.8023791566772284,6.1574616825091795,-0.5181309256890293,-0.19842337779658728,0.22349761657304876,-0.4983110705769795,-0.39435351906224914,0.9400668466066725,-0.3455130599563474,0.6883158141233207,1.888097418931336,1.2594252804751698,-0.0507562061948878,0.24389336713138962,-0.4604805568506418,1.4860633346371275,-1.4590352209331867,-0.5627887162486921,-1.0272603689813333,0.5565358890261468,-0.5291475070250096,1.1039974840887428,-0.14425581280626998,-1.2000114734465654,-0.5420285130507243,-1.1762911592592453,-0.4901247268766224,-1.1699105801484055,-1.7036675329174187,-0.08074326170152932,-1.6421389160267534,-0.056580106381832654,-0.6023134719216585,-1.148280890034562,-1.8457361259914336,-1.442962011330804,0.3716421902263667,0.13152816621961216,0.005109099949548398,1.4330739621309854,0.5851862880728751,0.4197099981508121,1.2377048766259002,-0.6374971570397988,2.092529308965841,2.293384627941162,-0.6581213947414579,2.331141922581633,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The Russian Cyrillic alphabet contains 29 letters,-0.3509404590562663,1.6066125739697659,-0.2606936229533505,0.427175208378666,-0.31698338899620826,-1.143314478862762,-0.2794045713622833,-0.8883328664273383,-0.27173375006901496,-0.9315455110436252,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,4.7880199192408055,2.0125282951255428,-0.653149892690036,0.3234797386917803,-0.46637520303344826,1.2086939913506285,2.23145080600061,-0.0507562061948878,2.131309374077822,-0.8109385452286674,-0.041665327139358894,-0.8307526926532123,-0.5627887162486921,-0.7219812207954208,-0.4541542867996389,-0.5291475070250096,1.1039974840887428,0.7213640021950141,-1.1535844756434752,-0.5753606839465899,0.06529238515119111,-0.4901247268766224,-1.1699105801484055,-1.4497497317019046,-0.982662674325019,-1.6929205898985413,-0.6107203053579421,-0.6023134719216585,-1.148280890034562,-1.4995987921298477,-2.281197204634997,-2.3195598769300743,-0.513626475792333,0.5615903513777183,1.4963249812475827,0.24942293685615888,-0.21793083936970534,-0.2554518818361978,-0.6374971570397988,0.2435903683648875,0.8195672369827138,-0.6581213947414579,0.26295517250920825,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The Sahara Desert has a greater area than USA,-0.3509404590562663,1.6066125739697659,-0.2606936229533505,1.06708204167615,-0.31698338899620826,0.13766727550295008,-0.2794045713622833,-0.22051920278852913,-0.27173375006901496,-0.6732128023108316,-0.15578132086241597,0.8103214343953893,-0.19842337779658728,1.0900873410992722,-0.4983110705769795,-0.39435351906224914,0.14345847695831823,1.6614653359880358,-0.46637520303344826,0.6991414206650978,1.2594252804751698,0.31999650159094084,3.0750173775510374,-0.8109385452286674,1.4860633346371275,-1.1448939567931997,0.33876602337299905,-1.0272603689813333,-0.4541542867996389,-0.5291475070250096,1.1039974840887428,-0.4405941278517541,-1.2267421691513754,-0.01055617203574471,-1.2302730524944818,-0.4901247268766224,-1.1699105801484055,-1.195831930486395,-1.8845820869484766,-0.7368458657691596,0.32458503164406766,-0.6023134719216585,-0.4613730794455892,-0.46118679054510364,-0.6047268180265959,0.3716421902263667,0.31502963837110726,-0.4816320905903947,0.5412145315331686,0.8807807392757007,0.14327034949471498,1.2377048766259002,-0.6374971570397988,1.065341008631978,-0.6542501539757344,-0.6581213947414579,1.2970485475454205,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The White House was built before Big Ben,-0.3509404590562663,1.316420734248399,-0.2606936229533505,-0.21273162491881822,-0.31698338899620826,0.13766727550295008,-0.2794045713622833,-0.22051920278852913,-0.27173375006901496,-0.8023791566772284,-0.15578132086241597,0.8103214343953893,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,2.0125282951255428,-0.653149892690036,0.9924725373399083,1.8430068312800896,0.6991414206650978,0.2873997549497297,1.0615019171625986,1.1876013706046056,-1.1613965336066927,0.7221990037488842,-1.1448939567931997,1.2403207629946902,-0.4167020726095085,0.5565358890261468,-0.5291475070250096,1.1039974840887428,-0.6381530045487441,-0.8646627455135193,0.2786146021105497,-1.2302730524944818,-0.4901247268766224,-1.1699105801484055,-1.2381515640223129,-0.08074326170152932,-1.0703748842851148,0.453450538392146,-0.6023134719216585,-1.148280890034562,-1.1534614582682647,-0.6047268180265959,0.3716421902263667,0.4402532208015348,0.07409563767585459,0.7267512643645007,0.7244384487896465,0.5948142245814002,0.8969243551750933,-0.6374971570397988,0.6544656884984328,1.965869652172618,-0.36716246232944494,0.6765925225236932,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
The aorta is a vein,-0.3509404590562663,1.0262288945270308,-0.2606936229533505,0.427175208378666,-0.31698338899620826,0.13766727550295008,-0.2794045713622833,0.2246899063040105,-0.27173375006901496,-0.2857137392116411,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,3.329891955551735,0.9924725373399083,-0.46637520303344826,-0.15011286381078687,0.2873997549497297,0.31999650159094084,2.131309374077822,0.24043541990540893,0.7221990037488842,-0.516611428513225,0.33876602337299905,-0.4167020726095085,0.5565358890261468,-0.32443490784032697,1.1039974840887428,0.05330306389071988,-0.4345415509906899,0.116192534891038,0.3891837445626091,-0.4901247268766224,-0.42879075562000185,-0.3917588933039324,0.2800245033478525,-0.3318463432854871,0.8288357120874882,-0.6023134719216585,-0.4613730794455892,-0.46118679054510364,0.23350837527759433,0.3716421902263667,0.006304583789184606,0.6825485090616039,0.22348745140228032,0.2887157804308452,-0.43648181667414276,0.8969243551750933,3.957734066473625,2.297966969032614,1.965869652172618,2.8333857942026976,2.331141922581633,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
