,category,type,difficulty,question,correct_answer,incorrect_answers
0,History,boolean,hard,Japan was part of the Allied Powers during World War I.,True,False
0,Entertainment: Comics,boolean,easy,The &quot;Pepe&quot; meme originated from a comic drawn by Matt Furie called &quot;Boy&#039;s Club&quot;?,True,False
0,Geography,boolean,easy,Alaska is the largest state in the United States.,True,False
0,Entertainment: Video Games,boolean,medium,&quot;Metal Gear Solid 3: Snake Eater&quot; takes place on Shadow Moses Island.,False,True
0,Mythology,boolean,medium,"According to Norse mythology, Loki is a mother.",True,False
0,Entertainment: Film,boolean,easy,The movie &quot;The Nightmare before Christmas&quot; was all done with physical objects.,True,False
0,General Knowledge,boolean,medium,The French word for &quot;glass&quot; is &quot;glace&quot;.,False,True
0,Entertainment: Film,boolean,medium,The Xenomorph from the science fiction film &quot;Alien&quot; has acidic blood.,True,False
0,General Knowledge,boolean,easy,Vietnam&#039;s national flag is a red star in front of a yellow background.,False,True
0,Animals,boolean,easy,Cats have whiskers under their legs.,True,False
0,Entertainment: Japanese Anime & Manga,boolean,easy,Studio Ghibli is a Japanese animation studio responsible for the films &quot;Wolf Children&quot; and &quot;The Boy and the Beast&quot;.,False,True
0,Entertainment: Television,boolean,medium,"In &quot;Star Trek&quot;, Klingons are commonly referred to as &quot;Black Elves&quot;.",False,True
0,Entertainment: Books,boolean,easy,The &quot;Berenstein Bears&quot; is the correct spelling of the educational children&#039;s book series&#039; name.,False,True
0,General Knowledge,boolean,medium,The commercial UK channel ITV stands for &quot;International Television&quot;.,False,True
0,Sports,boolean,medium,Wilt Chamberlain scored his infamous 100-point-game against the New York Knicks in 1962.,True,False
0,History,boolean,easy,Former United States Presidents John Adams and Thomas Jefferson died within hours of each other.,True,False
0,Entertainment: Film,boolean,medium,"Joan Cusack starred in the 2009 disaster movie, &quot;2012&quot;.",False,True
0,Entertainment: Japanese Anime & Manga,boolean,easy,"In the 1988 film &quot;Akira&quot;, Tetsuo ends up destroying Tokyo.",True,False
0,History,boolean,easy,Kublai Khan is the grandchild of Genghis Khan?,True,False
